,transcript_id,video_id,sent_id,sent_text,Happy,Angry,Surprise,Sad,Fear
15,0,S_D4yJavp8M,24,"  So U go to work at your job everyday so u get paid your salary at the end of the month, so you can   then pay your bills and finance your life and so on",0.0,0.0,0.0,0.0,1.0
16,0,S_D4yJavp8M,25,"And the thing is, once you got a job, you’re   like - hey I’m all set",0.0,0.0,0.33,0.0,0.67
17,0,S_D4yJavp8M,26,I did what I was supposed to do,0.0,0.0,0.0,0.0,1.0
18,0,S_D4yJavp8M,27,Money’s gonna be coming in at the end of   every month,0.0,0.0,1.0,0.0,0.0
19,0,S_D4yJavp8M,28,Financial problems solved,0.0,0.0,0.0,0.0,1.0
20,0,S_D4yJavp8M,29,Time to just chill with the limited time off from work,0.0,0.0,0.33,0.33,0.33
21,0,S_D4yJavp8M,31,The job’s usually already pretty consuming as it is,0.5,0.0,0.0,0.0,0.5
22,0,S_D4yJavp8M,32,"  So then for most salaried employees, the job is the only source of income",0.0,0.0,0.0,0.0,1.0
23,0,S_D4yJavp8M,34,It’s all fine and dandy if you’re happy with the configuration,1.0,0.0,0.0,0.0,0.0
24,0,S_D4yJavp8M,35,"But what if   you wanted to opt out? It’s a trap, you can’t",0.0,0.0,1.0,0.0,0.0
25,0,S_D4yJavp8M,36,"You could have been spending your life n time   n energy n inspiration and all that good stuff u hv to give, building your own businesses and   income streams n dreams, but you didn’t",0.0,0.2,0.0,0.0,0.8
26,0,S_D4yJavp8M,37,"You had a job, you spend all that good stuff building other   people’s businesses and companies",0.0,0.25,0.0,0.0,0.75
27,0,S_D4yJavp8M,38,And now you need that salary so you can’t opt out of the job,0.0,0.0,0.0,0.0,1.0
28,0,S_D4yJavp8M,39,"  Which brings me to my second realisation about money, which is that money, even a lot of it,   isn’t actually an adequate compensation for what the job takes away from us.",0.0,0.17,0.17,0.33,0.33
29,0,S_D4yJavp8M,41,"Of course, that’s ultimately a value judgement that you, as an individual hv to   make about your specific job in your particular circumstances",0.0,0.0,0.0,0.5,0.5
30,0,S_D4yJavp8M,42,"But let me elaborate a little bit   more, you know, just in case you’ve been too busy working to look up and realise   what it is that’s being taken from you",0.0,0.0,0.0,0.0,1.0
31,0,S_D4yJavp8M,43,"With your nice salary, they essentially buy your time,   your emotions, your personal relationships, your freedom, your physical health, your mental health,   even your sense of individuality",0.33,0.0,0.0,0.33,0.33
32,0,S_D4yJavp8M,44,"Did you realise? there’s no strict 9-5 really, is there?   Especially in the wake of this pandemic work from home situation these days",0.25,0.0,0.0,0.25,0.5
33,0,S_D4yJavp8M,46,"… How many times have you   cancelled on dinner appointments w your friends or family, your dates, even your gym sessions,   or therapy… because work demanded it? The carousel never stops turning",0.4,0.0,0.4,0.0,0.2
34,0,S_D4yJavp8M,49,Like   the world is going to end if they don’t sign the deal by 9am tomorrow morning,0.0,0.0,0.0,0.0,1.0
35,0,S_D4yJavp8M,50,There’s that unique   sense of fatigue especially reserved for those who run the corporate hamster wheel and dislike it,0.0,0.0,0.0,0.0,1.0
36,0,S_D4yJavp8M,51,"  It is that deep sense of dissatisfaction and lack of fulfilment that comes from doing something you   dislike and find meaningless, day after day",0.75,0.0,0.0,0.25,0.0
37,0,S_D4yJavp8M,53,Just another cog in the machine,0.0,0.0,0.0,0.0,1.0
38,0,S_D4yJavp8M,57,"But basically you’re talking about your   health, your youth, your sense of happiness and fulfilment, your relationships with the   people in your life…",0.67,0.0,0.0,0.0,0.33
39,0,S_D4yJavp8M,58,"I don’t know about you, but most, in fact all of that,   appear to me to be stuff that money can’t actually replace",0.0,0.5,0.0,0.0,0.5
40,0,S_D4yJavp8M,61,"That meant, roughly, about another 9768 more working days till   retirement",0.5,0.0,0.0,0.0,0.5
41,0,S_D4yJavp8M,63,"But for most, your current work life   isn’t going to change significantly",0.0,0.0,0.0,0.33,0.67
42,0,S_D4yJavp8M,64,"Get up in the morning, commute for an hour or so to the office,   leave only at night, and in between, perhaps the only highlight of the day is when you   gather around the water cooler in the pantry n catch up on office gossip",0.33,0.0,0.0,0.33,0.33
43,0,S_D4yJavp8M,65,Is that really ok?   So then my third big realisation about money is really what kicked me across the line   to quitting,0.0,0.0,0.5,0.0,0.5
44,0,S_D4yJavp8M,66,And it’s simple really,0.0,0.0,0.0,0.0,1.0
45,0,S_D4yJavp8M,69,"I had my fat   pay check every month, I spent it carelessly in the little free time I had to do so, cos,   u know, why else do I work so hard? I didn’t have a budget",0.33,0.33,0.0,0.0,0.33
46,0,S_D4yJavp8M,70,I didn’t track my expenses,0.0,0.0,0.0,0.0,1.0
47,0,S_D4yJavp8M,71,"I didn’t   know a thing about saving smart and investing cos hell, I was already making so much money",0.0,0.0,0.0,1.0,0.0
48,0,S_D4yJavp8M,72,  And guess what? I made loads of money in those 6+ years,0.0,0.0,0.33,0.33,0.33
49,0,S_D4yJavp8M,73,"But when I decided to quit n leave, sadly,   I didn’t have a significant sum of savings with which to start my new life",0.33,0.0,0.0,0.0,0.67
50,0,S_D4yJavp8M,74,"I had some money,   but considering all that I actually earned in all that time, it was just … sad",0.0,0.0,0.0,1.0,0.0
51,0,S_D4yJavp8M,75,"Where did it all go?   Well, there were some clues…… a lot of it was hanging out in my closet,   branded clothes, handbags, shoes n what not",0.0,0.0,0.0,0.67,0.33
52,0,S_D4yJavp8M,77,  And looking back I was like… OMG,0.0,0.0,1.0,0.0,0.0
53,0,S_D4yJavp8M,78,What was I thinking? The real power of money is not   that you can buy all sorts of things that you want,0.0,0.33,0.33,0.33,0.0
54,0,S_D4yJavp8M,79,"Feeling like someone else owns your time,   your emotions and your life is horrible",0.0,0.0,0.0,0.33,0.67
55,0,S_D4yJavp8M,80,The real power is that you are able to buy the   freedom to live on your own terms,0.0,0.5,0.0,0.5,0.0
56,0,S_D4yJavp8M,82,"  Once you realise that, all the other things… they become so easy to give up",0.0,0.0,0.0,0.0,1.0
57,0,S_D4yJavp8M,83,  I took a good hard look at my life,0.0,0.5,0.0,0.0,0.5
58,0,S_D4yJavp8M,84,"From the point where I thought there was a chance I might quit,   I needed to make sure I could quit",0.0,0.0,0.33,0.33,0.33
59,0,S_D4yJavp8M,86,What are the liabilities?   Mortgage,0.0,0.0,0.0,0.0,1.0
60,0,S_D4yJavp8M,89,Take stock and start to understand where all your money goes   every month,0.0,0.0,0.0,0.0,1.0
61,0,S_D4yJavp8M,93,"My lifestyle costs would   automatically downgrade as a consequence of living in a place with generally cheaper living costs,   reducing my expenditure",0.0,0.0,0.67,0.0,0.33
62,0,S_D4yJavp8M,95,"And what about the future? How was I going to generate   money for my life? Well, if I had been a savvy financial planner back then, what I ideally should   have done is to build up as much buffer of savings as was possible before I actually quit,   and to start investing the hell out of those savings as early as possible, to grow my wealth,   to build passive income streams, to diversify my income as well",0.0,0.0,0.17,0.17,0.67
63,0,S_D4yJavp8M,96,"As it turned out,   I wasn’t smart enough back then",0.0,0.0,1.0,0.0,0.0
64,0,S_D4yJavp8M,97,I actually did what most people wd agree is the dumbest   thing possible in the situation,0.0,0.0,0.0,0.0,1.0
65,0,S_D4yJavp8M,99,"Well, luckily for me, it turned out ok in the end, and so that’s a whole   other story for another day",0.67,0.0,0.33,0.0,0.0
66,0,S_D4yJavp8M,100,"But hey, if you’re watching this video n thinking bout quitting,   don’t do what I did",0.0,0.0,0.67,0.33,0.0
67,0,S_D4yJavp8M,101,"Do that whole saving, planning and investing stuff instead   as much as u can before u quit",0.0,0.5,0.0,0.0,0.5
68,0,S_D4yJavp8M,102,"You’ll have a much easier time of it after the quitting, I assure u",0.0,0.0,0.0,0.0,1.0
69,0,S_D4yJavp8M,103,"  And beyond all these big hard hitting realisations about money, there’s actually something more   important that we all have to consider",0.25,0.5,0.0,0.25,0.0
70,0,S_D4yJavp8M,105,"I believe that for us to have a   great life, we all need a good purpose to what we do everyday",0.5,0.0,0.0,0.0,0.5
71,0,S_D4yJavp8M,106,"And just to be clear, loads of money   usually isn’t good enough to fill you with the same sense of fulfilment and satisfaction,   for most people at least",0.4,0.0,0.0,0.2,0.4
72,0,S_D4yJavp8M,107,Life doesn’t need to be a dreary painful cycle one endures,0.0,0.0,0.0,0.67,0.33
73,0,S_D4yJavp8M,108,"  Life should be colourful, full of joy and passion",0.0,0.5,0.0,0.0,0.5
74,0,S_D4yJavp8M,109,We should all be spending our lives   doing what makes us feel alive and fulfilled and motivated and eager for the next day and the next,0.75,0.0,0.0,0.25,0.0
75,0,S_D4yJavp8M,110,"  When I quit, I wasn’t just running away from my horrible salaried employee existence",0.0,0.5,0.0,0.0,0.5
76,0,S_D4yJavp8M,112,My dream was to live an active life under the sun   at a beach somewhere,0.0,0.0,0.0,0.0,1.0
77,0,S_D4yJavp8M,113,"To have time to do the things I love, which was specifically surfing,   painting and reading, and to have time to have quality relationships w my family n the people   around me",0.33,0.0,0.67,0.0,0.0
78,0,S_D4yJavp8M,114,"I had this really clear vision in my head, this was what I wanted and I spent all my   years after quitting just driving myself towards this point",0.0,0.0,0.25,0.25,0.5
79,0,S_D4yJavp8M,115,"I wanted to do work in only that which   I felt passionate about, having spent so many years working pretty much just for the paycheck",0.2,0.0,0.0,0.2,0.6
80,0,S_D4yJavp8M,116,  I didn’t exactly know what that was at the point when I actually quit,0.0,0.0,1.0,0.0,0.0
81,0,S_D4yJavp8M,117,"  But over time I learnt that I love teaching physical stuff, showing people the joy in   yoga and surfing and gym, and I’m rather good at it generally",0.33,0.33,0.0,0.33,0.0
82,0,S_D4yJavp8M,118,"And the thing is, when you’re   working from passion, and not just because of the money, you generally do a great job",0.25,0.25,0.0,0.0,0.5
83,0,S_D4yJavp8M,120,That’s the magic of the universe perhaps,0.0,0.0,1.0,0.0,0.0
84,0,S_D4yJavp8M,122,"It helps a   lot, if you’re undecided about quitting",0.0,0.0,0.5,0.5,0.0
85,0,S_D4yJavp8M,123,"Now, in case you’re one of those who haven’t found quite   discovered your why in life yet, these days there are so many ways to easily start doing that",0.25,0.0,0.25,0.0,0.5
86,0,S_D4yJavp8M,125,"For those of you who don’t know, Skillshare is an online learning community offering thousands   of inspiring classes on topics including being an entrepreneur, freelancing, self care,   and classes that grow your specific creative skills such as photography, video, illustration,   design… This is a wonderful avenue to quickly and easily explore new creative topics and new skills,   all of it just a few clicks away",0.11,0.11,0.33,0.11,0.33
87,0,S_D4yJavp8M,126,"I just finished watching a class by Emma Gannon about Discovering   Success, 7 exercises to uncover your purpose, passion and path",0.0,0.17,0.5,0.33,0.0
88,0,S_D4yJavp8M,127,"it resonated so much for me,   especially what Emma teaches about defining success on your own terms and taking realistic   steps to transform intention into action",0.0,0.0,0.25,0.5,0.25
89,0,S_D4yJavp8M,129,"Because Skillshare is sponsoring this video today,   if you are one of the first 1,000 viewers to click the link in the description below, you get a   1 month free trial of Skillshare, which means that for one month, absolutely free, you get unlimited   access to every single class on Skillshare",0.5,0.0,0.25,0.0,0.25
90,0,S_D4yJavp8M,130,"So, if you’re interested, immediately you can check   out that class of Emma’s I just mentioned, for free, using the link in the description below",0.67,0.0,0.33,0.0,0.0
91,0,S_D4yJavp8M,131,"  And while you’re at it, you might as well check out all the other classes on there   as well",0.0,0.0,1.0,0.0,0.0
92,0,S_D4yJavp8M,132,"With so much to explore, Skillshare empowers each and every one of us to discover   more dimensions to ourselves accomplish real growth",0.0,0.0,0.33,0.33,0.33
93,0,S_D4yJavp8M,133,"So my friends, if you too are thinking   about quitting that job, I hope that this video has helped shaped your thoughts on the issue more   clearly",0.2,0.0,0.2,0.0,0.6
94,0,S_D4yJavp8M,134,It’s not just about wanting to escape a job that you dislike in the present,0.0,0.0,0.0,0.0,1.0
95,0,S_D4yJavp8M,135,"A lot of it   is, sad as it may be, about money realities",0.0,0.0,0.0,1.0,0.0
96,0,S_D4yJavp8M,136,"Get on top of that, and you buy your way into freedom   and independence",0.0,0.0,1.0,0.0,0.0
97,0,S_D4yJavp8M,137,"You might at the end of the day decide to continue in your job, who knows?   But the important thing is, hopefully, if you’ve understood the realisations   about money and purpose that I’ve shared in this video, whether you quit or not is   really YOUR DECISION",0.4,0.0,0.0,0.0,0.6
98,0,S_D4yJavp8M,138,Your Choice,0.0,1.0,0.0,0.0,0.0
99,0,S_D4yJavp8M,139,"And not because you’re, you know, stuck in the money trap",0.0,0.0,0.5,0.0,0.5
100,0,S_D4yJavp8M,140,"  If you found this video helpful or what I said about my decision to quit resonated with you,   Hit that like because a simple Like really helps me out tremendously to get this message about   money and jobs and salaries out there to reach other people like you, who’re also thinking   about freedom and quitting",0.14,0.14,0.29,0.0,0.43
101,0,S_D4yJavp8M,141,I’ll love to hear your thoughts about quitting and whether you’re   going to do it or not,0.5,0.0,0.0,0.0,0.5
102,0,S_D4yJavp8M,142,"Everyone has their own perspective and reasons why they want to remain   a salaried employee or start afresh to build a new life and new income streams for themselves,   so I’ll love to hear your thoughts about it",0.2,0.0,0.0,0.2,0.6
103,0,S_D4yJavp8M,143,"If you found this video interesting, consider   subscribing & hitting the bell icon so you don’t miss our future videos.All the best to you,   whatever your decisions may be",0.2,0.2,0.0,0.4,0.2
104,1,dSYJe1IS02I,0,i quit my job now what how come it's not happening for me was it a huge hit to the ego yeah sure   but i would rather work at a coffee shop than take up another corporate job hold the vision   trust the process what's up everyone welcome back to my channel the best place for new   coaches content creators and entrepreneurs in today's video i wanted to really reflect back   on the last two years since quitting my corporate job i quit my corporate job   may of 2018 and i started this youtube channel july of 2018,0.08,0.08,0.08,0.0,0.75
